ItemCode,ItemName,U_Codigo_Secundario,FrgnName,Estado,ItemType,ItemType_Significado,ItmsGrpCod,ItmsGrpCod_Nombre,UgpEntry,InvntItem,InvntItem_Significado,SellItem,SellItem_Significado,PrchseItem,PrchseItem_Significado,PriceUnit,WTLiable,WTLiable_Significado,IndirctTax,IndirctTax_Significado,ItemClass,MngMethod,MngMethod_Significado,TaxCodeAR,GLMethod,GLMethod_Significado,EvalSystem,EvalSystem_Significado,IWeight1,InvntryUom,InvntryUom_Nombre,DfltWH,DfltWH_NombreAlmacén,PlaningSys,PlaningSys_Significado,PricingPrc,LeadTime,ToleranDay,QryGroup1,QryGroup1_Significado,QryGroup2,QryGroup2_Significado,U_beas_gruppe,U_beas_prccode,U_beas_prodrelease,U_beas_prodrelease_Significado,U_beas_batchroh,U_beas_batchroh_Significado,PicturName,U_beas_dispo,U_EMPA_ESPESOR,U_EMPA_DESIDAD,U_EMPA_ANCHO,U_PLG_CICLE,U_EMPA_CARACTERISTICA_TIPO,U_EMPA_CARACTERISTICA_MP,ItemCode_Obsolete,ItemName_Valid,Needs_I_D_Review,LotNumber,ManageBy,PicturName_Valid,Needs_Design_Graphics_Review
PTLAMI0722,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.50   225 G SIERRA",,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.50   225 G SIERRA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0723,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.25  112 G SIERRA",D5020144032,POLIET PALMA ORO $0.25 112ML S,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0724,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ 1,00   460 G",,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ 1,00   460 G (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0725,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ 0.25   115",D5050031032,POLIET 3 CHANCHITOS $0.25 115G,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0726,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ .050   230",,"LAMINA PEBD  BLANCO / BLANCO 32, 7 CM  X 95 MC  3 CHANCHITOS $ .050   230 (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0727,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE SUPER 1000 ML,,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC  LECHE SUPER 1000 ML (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0728,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT PROALIM FRESA 900 G",,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT PROALIM FRESA 900 G (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0729,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT PROALIM MORA  900 G",,"LAMINA PEBD BLANCO / BLANCO 32, 5 CM X 80 MC YOGURT PROALIM MORA  900 G (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0730,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 1,00  450 ML  COSTA",,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 1,00  450 ML  COSTA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0731,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.50   225 ML COSTA",,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.50   225 ML COSTA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0732,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.25  112 ML COSTA",D5020145032,"LAMINA PEBD AMARILLO / BLANCO 32, 7 CM  X 95 MC PALMA DE ORO $ 0.25  112 ML COSTA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,EXTRUS,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0733,LAMINA PEBD TRANSPARENTE 66 CM X 80 MC SIN IMPRESION,,LAMINA PEBD TRANSPARENTE 66 CM X 80 MC SIN IMPRESION (ENG),Activo,I,Artículos,103,PRODUCTO SEMIELABORADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,Ninguna,0,20,0.0,N,No,N,No,GENERIC,,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0734,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT DULAC S MORA 900 G.,,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT DULAC S MORA 900 G. (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0735,"LAMINA PEBD BLANCO / BLANCO 33, 2 CM X 80 MC YOGURT ORIGINAL MORA 900 G.",,"LAMINA PEBD BLANCO / BLANCO 33, 2 CM X 80 MC YOGURT ORIGINAL MORA 900 G. (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0736,"LAMINA PEBD BLANCO / BLANCO 33, 2 CM X 80 MC YOGURT VAINILLA 1.000 G.",,"LAMINA PEBD BLANCO / BLANCO 33, 2 CM X 80 MC YOGURT VAINILLA 1.000 G. (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0737,"LAMINA PEBD TRANSPARENTE 39 CM X 55 MC AS BICARBONATO + MANZANA $ 1,00  400 G.",D9730062032,LAM DET AS MANZANA 400GR,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,55.0,920.0,80.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0738,"LAMINA PEBD TRANSPARENTE 39 CM X 55 MC AS VINAGRE + LIMOM $ 1,00   400 G.",D9730059032,LAM DET AS VIN + LIMON 400GR,Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,55.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0739,LAMINA PEBD 33 CM X 55 MC TRANSPARENTE DETERGENTE AS BICARBONATO + FLORAL $ 0.50 200 GR.,D9730048032,LAMINA PEBD 33 CM X 55 MC TRANSPARENTE DETERGENTE AS BICARBONATO + FLORAL $ 0.50 200 GR. (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,55.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0740,LAMINA PEBD 66 CM X 95 MC BLANCO/NEGRO CON AFFINITY SIN IMPRESION,,LAMINA PEBD 66 CM X 95 MC BLANCO/NEGRO CON AFFINITY SIN IMPRESIÓN,Activo,I,Artículos,103,PRODUCTO SEMIELABORADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,EXTRUS,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0741,LAMINA PEBD BLANCO / BLANCO 68 CM X 90 MC SIN IMPRESION 7 CAPAS,,LAMINA PEBD BLANCO / BLANCO 68 CM X 90 MC SIN IMPRESIÓN 7 CAPAS,Activo,I,Artículos,103,PRODUCTO SEMIELABORADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,EXTRUS,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,50.0,0.92,10.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0742,"LAMINA PEBD TRANSPARENTE 8,4 CM X 80 MC BONNARIS MANGO VERDE 80 ML",,"LAMINA PEBD TRANSPARENTE 8,4 CM X 80 MC BONNARIS MANGO VERDE 80 ML (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,80.0,920.0,55.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0743,LAMINA PEBD TRANSPARENTE 39 CM X 55 MC  AS  BICARBONATO + FLORAL   $ 1.00   400 GR.,,LAMINA PEBD TRANSPARENTE 39 CM X 55 MC  AS  BICARBONATO + FLORAL   $ 1.00   400 GR. (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,55.0,920.0,80.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0744,"LAMINA PEBD AMARILLO / BLANCO  32,7  CM X  95 MC PALMA DE ORO  $ 0, 50  200 ML COSTA",,"LAMINA PEBD AMARILLO / BLANCO  32,7  CM X  95 MC PALMA DE ORO  $ 0, 50  200 ML COSTA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0745,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC  PALMA DE ORO  $ 0, 50  200 ML SIERRA",,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC  PALMA DE ORO  $ 0, 50  200 ML SIERRA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0746,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $  1,00   400 ML COSTA",,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $  1,00   400 ML COSTA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0747,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $  1,00   400 ML SIERRA",,"LAMINA PEBD AMARILLO / BLANCO 32,7 CM X 95 MC PALMA DE ORO  $  1,00   400 ML SIERRA (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0748,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0,50  200 GR",,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 0,50  200 GR (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0749,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 1,00  400 GR",,"LAMINA PEBD BLANCO / BLANCO 32,7 CM X 95 MC 3 CHANCHITOS $ 1,00  400 GR (ENG)",Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,67.5,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0750,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT DULACS  FRESA 900 ML,,LAMINA PEBD BLANCO / BLANCO 33 CM X 80 MC YOGURT DULACS  FRESA 900 ML (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,PRODUCTO TERMINADO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,68.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0751,LAMINA PEBD BLANCO/ NEGRO 32 CM X 95 MC LECHE VIGLAC SEMIDESCREMADA ROJA 1 LITRO.,,LAMINA PEBD BLANCO/ NEGRO 32 CM X 95 MC LECHE VIGLAC SEMIDESCREMADA ROJA 1 LITRO. (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,95.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
PTLAMI0752,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LA GRANJA UHT 1 LITRO ROJA,,LAMINA PEBD BLANCO / NEGRO 32 CM X 90 MC BEBIDA LA GRANJA UHT 1 LITRO ROJA (ENG),Activo,I,Artículos,102,PRODUCTO TERMINADO,3,Y,Articulo de inventario,Y,Articulo de venta,EFECTUAR,No,2,Y,Sujeto a retencion de impuesto,Y,Impuesto indirecto,2,A,En todas las transacciones,IVAV15,C,Por Grupo de Artículos,A,Promedio Ponderado,500.0,KG,KG,UIO_PROD,BODEGA PRODUCCION UIO,M,PNM,0,20,0.0,N,No,N,No,GENERIC,IMPR-BOB,Y,Sí - Liberación de Producción Permitida,DETERMINACION DE LOTE,No,,A,90.0,920.0,66.0,,GENERICO,PEBD,False,True,False,Lotes,EN TODAS LAS TRANSACCIONES,False,True
