atributo,valor,conteo
ItemName,PREFORMA PET 21.5 GR ROSADO AZENDE 1816,1
ItemName,PREFORMA PET 21.5 GR NARANJA AZENDE 1816,1
ItemName,PREFORMA PET 56 GR. NEGRA,1
ItemName,PREFORMA PET 17 GR BLANCA 1816,1
ItemName,PREFORMA PET 56 GR AMBAR 1816,1
ItemName,PREFORMA PET 15 GR CRISTAL ERWES,1
ItemName,PREFORMA PET 56 GR CRISTAL 1816 V,1
ItemName,PREFORMA PET 13 GR AZUL  27,1
ItemName,PREFORMA PET 90 GR CRISTAL 48,1
ItemName,PREFORMA PET 90 GR AMARILLO 48,1
ItemName,PREFORMA PET 130 GR CRISTAL 48,1
ItemName,PREFORMA PET 84 GR CRISTAL 48,1
ItemName,PREFORMA PET 84 GR AZUL SPLENDOR  48,1
ItemName,PREFORMA PET 130 GR AZUL SPLENDOR  48,1
ItemName,PREFORMA PET 73 GR CRISTAL 48,1
ItemName,PREFORMA PET 84 GR AZUL  48,1
ItemName,PREFORMA PET 84 GR CRISTAL 48 SM,1
ItemName,PREFORMA PET 84 GR AZUL  48 V,1
ItemName,PREFORMA PET 84 GR CRISTAL 48 V,1
ItemName,PREFORMA PET 90 GR CRISTAL 48 V,1
ItemName,PREFORMA PET 600 GR AZUL 58,1
ItemName,PREFORMA PET 10 GR NEGRA EGO 55,1
ItemName,PREFORMA PET 10 GR AZUL EGO 55,1
ItemName,PREFORMA PET 500 GR AZUL 58,1
ItemName,PREFORMA PET 700 GR AZUL 58,1
ItemName,PREFORMA PET 600 GR AZUL 4 CAV,1
ItemName,PREFORMA PET 635 GR AMARILLA 58,1
ItemName,PREFORMA PET 16 GR NEGRA EGO 75,1
ItemName,PREFORMA PET 16 GR AZUL EGO 75,1
ItemName,PREFORMA PET 16.5 GR CRISTAL 1881,1
ItemName,PREFORMA PET 16.5 GR VERDE  1881,1
ItemName,PREFORMA PET 35 GR CRISTAL 1881,1
ItemName,PREFORMA PET 54.7 GR CRISTAL 1881,1
ItemName,PREFORMA PET 45.7 GR CRISTAL 1881,1
ItemName,PREFORMA PET 22.5 GR CRISTAL 1881,1
ItemName,PREFORMA PET 16.5 GR AZUL SOLDEVITA 1881,1
ItemName,PREFORMA PET 22.5 GR AZUL AQUA PLUS 1881,1
ItemName,PREFORMA PET 16.5 GR AZUL LOGISTPLAST 1881,1
ItemName,PREFORMA PET 13 GR CRISTAL 27,1
ItemName,PREFORMA PET 16.5 GR AZUL ORIENTAL 1881,1
ItemName,PREFORMA PET 54.7 GR  NEGRA 1881,1
ItemName,PREFORMA PET 28 GR CRISTAL 38,1
ItemName,PREFORMA PET 32 GR CRISTAL 38 R,1
ItemName,PREFORMA PET 22.5 GR VERDE IMPERIAL 1881,1
ItemName,PREFORMA PET 22.5 GR VERDE TURQUEZA 1881,1
ItemName,PREFORMA PET 28 GR VERDE CUELLO 38,1
ItemName,PREFORMA PET 54.7 GR VERDE  1881,1
ItemName,PREFORMA PET 35 GR VERDE CUELLO  1881,1
ItemName,PREFORMA PET 54.7  GR VERDE TURQUEZA  CUELLO 1881,1
ItemName,PREFORMA PET 35 GR VERDE TURQUEZA CUELLO  1881,1
ItemName,PREFORMA PET 22.5 GR ROSADA  CUELLO 1881,1
ItemName,PREFORMA PET 22.5 GR NARANJA  CUELLO  1881,1
ItemName,PREFORMA PET 35  GR NARANJA  CUELLO  1881,1
ItemName,PREFORMA PET 35  GR ROSADA  CUELLO  1881,1
ItemName,PREFORMA PET 16.5 GR CELESTE MANANTIAL 1881,1
ItemName,PREFORMA PET 22.5 GR AZUL MANANTIAL 1881,1
ItemName,PREFORMA PET 22.5 GR BLANCA  CUELLO  1881,1
ItemName,PREFORMA PET 35 GR BLANCA  CUELLO  1881,1
ItemName,PREFORMA PET 22.5 GR AZUL  1881,1
ItemName,PREFORMA PET 16.5 GR NARANJA  1881,1
ItemName,PREFORMA PET 16.5 GR ROSADO  1881,1
ItemName,PREFORMA PET 16.5 GR AZUL ORIENTAL 1881_C,1
ItemName,PREFORMA PET 22.5 GR AZUL SOLDEVITA 1881,1
ItemName,PREFORMA PET 35 GR AZUL  1881,1
ItemName,PREFORMA PET 28 GR RECICLADO 38,1
ItemName,PREFORMA PET 16.5 GR CRISTAL 1881 V,1
ItemName,PREFORMA PET 15 GR CRISTAL 1881,1
ItemName,PREFORMA PET 13 GR CRISTAL 1881,1
ItemName,"PREFORMA PET 22,5 GR AMBAR  CUELLO  1881",1
ItemName,PREFORMA PET 22.5 GR ROJA  CUELLO  1881,1
ItemName,PREFORMA PET 15.5 GR CRISTAL CUELLO  1881 Z,1
ItemName,PREFORMA PET 22 GR CRISTAL CUELLO  1881 Z,1
ItemName,PREFORMA PET 36.5 GR CRISTAL CUELLO  1881 Z,1
ItemName,PREFORMA PET 16 GR CRISTAL CUELLO  1881 SM,1
ItemName,PREFORMA PET 22 GR CRISTAL CUELLO  1881 SM,1
ItemName,PREFORMA PET 32 GR CRISTAL 38,1
ItemName,PREFORMA PET 15 GR ROSADO  1881 R,1
ItemName,PREFORMA PET 15 GR NARANJA  1881 R,1
ItemName,PREFORMA PET 15 GR VERDE  1881 R,1
ItemName,PREFORMA PET 43.5 GR CRISTAL 1881 ZM,1
ItemName,PREFORMA PET 35 GR CRISTAL 1881 V,1
ItemName,PREFORMA PET 54.7 GR CRISTAL 1881 V,1
ItemName,PREFORMA PET 22.5 GR AZUL  1881 V,1
ItemName,PREFORMA PET 16.5 GR AZUL ORIENTAL 1881 V,1
ItemName,PREFORMA PET 28 GR CRISTAL 38 V,1
ItemName,PREFORMA PET 11.5 GR CRISTAL 2622,1
ItemName,PREFORMA PET 11.5 GR AZUL 2622,1
ItemName,PREFORMA PET 11 GR CRISTAL 2622,1
ItemName,PREFORMA PET VERDE 42 GRS PCO1881-28MM-42-686-0043,1
ItemName,PREFORMA PET VERDE IMPERIAL 42 GRS PCO 1881-28MM-42-700.01,1
ItemName,PREFORMA PET NARANJA 38.6 GRS F1881 CM,1
ItemName,PREFORMA PET ROSADA 38.6 GRS F1881 CM,1
ItemName,PREFORMA PET VERDE IMPERIAL 23.6 GRS PCO 1881-28MM-23-700-01,1
ItemName,PREFORMA PET VERDE 23.6 GRS PCO 1881-28MM-23-686-0057,1
ItemName,PREFORMA PET ROSADA 23.6 GRS PCO 1881-28MM-23-686-0058,1
ItemName,PREFORMA PET NARANJA 23.6 GRS PCO 1881-28MM-23-686-0059,1
ItemName,PREFORMA PET  VERDE IMPERIAL 38.6 GRS F 1881 CM,1
ItemName,PREFORMA PET VERDE 43 GRAMOS PCO 1881-28MM-42 EX,1
ItemName,PREFORMA PET VERDE 55 GRS PCO 1881-28MM-55 EX,1
ItemName,PREFORMA AZUL 20.5GR F 1881,1
ItemName,ESTANDAR PREFORMA PET 10 GR 55,1
ItemName,ESTANDAR PREFORMA PET 11 GR 2622,1
ItemName,ESTANDAR PREFORMA PET 11.5 GR 2622,1
ItemName,ESTANDAR PREFORMA PET 13 GR 1881,1
ItemName,ESTANDAR PREFORMA PET 15 GR 1881,1
ItemName,ESTANDAR PREFORMA PET 16 GR 75,1
ItemName,ESTANDAR PREFORMA PET 16.5 GR 1881,1
ItemName,ESTANDAR PREFORMA PET 22.5 GR 1881,1
ItemName,ESTANDAR PREFORMA PET 23 GR ERWES,1
ItemName,ESTANDAR PREFORMA PET 24 GR 1816,1
ItemName,ESTANDAR PREFORMA PET 28 GR 38,1
ItemName,ESTANDAR PREFORMA PET 32 GR 38,1
ItemName,ESTANDAR PREFORMA PET 35  GR 1881,1
ItemName,ESTANDAR PREFORMA PET 45.7 GR 1881,1
ItemName,ESTANDAR PREFORMA PET 47 GR 1816,1
ItemName,ESTANDAR PREFORMA PET 54.7 GR 1881,1
ItemName,ESTANDAR PREFORMA PET 56 GR 1816,1
ItemName,ESTANDAR PREFORMA PET 84 GR 48,1
ItemName,ESTANDAR PREFORMA PET 90 GR 48,1
ItemName,ESTANDAR PREFORMA PET 130 GR 48,1
ItemName,ESTANDAR PREFORMA PET 600 GR 58,1
ItemName,ESTANDAR PREFORMA PET 635 GR 58,1
ItemName,ESTANDAR PREFORMA PET 37 GR 1816 Z,1
ItemName,ESTANDAR TAPA PEAD ERWES SUPERIOR,1
ItemName,ESTANDAR TAPA MIX ERWES INFERIOR,1
ItemName,ESTANDAR PREFORMA PET 19 GR 1881,1
ItemName,RECETA PRUEBAS INYECCIÓN CONVENCIONAL,1
ItemName,MATERIAL DE PRUEBA PARA  EL AREA EXTRUSION,1
ItemName,PRODUCTO TERMINADO SIN RECETA,1
ItemName,REPOSTERO PP 250 GR REGIA INMOLD,1
ItemName,REPOSTERO PP 250 GR VIVI CANOLA INMOLD,1
ItemName,REPOSTERO PP 250 GR VIVI GIRASOL INMOLD,1
ItemName,REPOSTERO PP 500 GR REGIA INMOLD,1
ItemName,REPOSTERO PP 500 GR REGIA LIGHT INMOLD,1
ItemName,REPOSTERO PP 500 GR VIVI CANOLA INMOLD,1
ItemName,REPOSTERO PP 500 GR VIVI GIRASOL INMOLD,1
ItemName,REPOSTERO PP 1 KG REGIA INMOLD,1
ItemName,REPOSTERO PP 1 KG VIVI CANOLA INMOLD,1
ItemName,REPOSTERO PP 1 KG VIVI GIRASOL INMOLD,1
ItemName,REPOSTERO PP 1 KG SUPERMAXI INMOLD,1
ItemName,REPOSTERO PP 1 KG AKI INMOLD,1
ItemName,REPOSTERO PP 500 GR MIRAFLORES INMOLD,1
ItemName,REPOSTERO PP 500 GR SUPERMAXI INMOLD,1
ItemName,REPOSTERO PP 500 GR AKI INMOLD,1
ItemName,REPOSTERO PP 250 GR MIRAFLORES INMOLD,1
ItemName,REPOSTERO PP 250 GR SIN ETIQUETA  INMOLD,1
ItemName,REPOSTERO PP 250 GR REGIA GIRASOL INMOLD,1
ItemName,REPOSTERO PP 500 GR REGIA GIRASOL INMOLD,1
ItemName,REPOSTERO PP 500 GR SIN ETIQUETA  INMOLD,1
ItemName,REPOSTERO PP 250 GR VERDE PAMBA INMOLD,1
ItemName,REPOSTERO PP 250 GR REGIA GIRASOL TERMOENCOGIDO,1
ItemName,REPOSTERO PP 250 GR REGIA INMOLD N,1
ItemName,REPOSTERO PP 500 GR REGIA INMOLD N,1
ItemName,REPOSTERO PP 500 GR REGIA GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 500 GR VIVI GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 500 GR AKI INMOLD N,1
ItemName,REPOSTERO PP 250 GR REGIA GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 250 GR VIVI GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 250 GR MIRAFLORES INMOLD N,1
ItemName,REPOSTERO PP 250 GR VERDE PAMBA INMOLD N,1
ItemName,REPOSTERO PP 250 GR VIVI CANOLA INMOLD N,1
ItemName,REPOSTERO PP 125 GR BE LIFE AGUACATE INMOLD N,1
ItemName,REPOSTERO PP 250 GR BE LIFE AGUACATE INMOLD N,1
ItemName,REPOSTERO PP 1 KG  SIN ETIQUETA  INMOLD,1
ItemName,REPOSTERO PP 250 GR REGIA GOURMET FH INMOLD N,1
ItemName,REPOSTERO PP 250 GR REGIA GOURMET AJO INMOLD N,1
ItemName,REPOSTERO PP 125 GR REGIA INMOLD N,1
ItemName,REPOSTERO PP 125 GR REGIA GIRASOL  INMOLD N,1
ItemName,REPOSTERO PP 250 GR LA ORIGINAL GIRASOL  INMOLD N,1
ItemName,REPOSTERO PP 220 GR REGIA INMOLD N,1
ItemName,REPOSTERO PP 220 GR REGIA GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 220 GR REGIA GIRASOL INMOLD,1
ItemName,REPOSTERO PP 220 GR REGIA TRADICIONAL IN & OUT N,1
ItemName,REPOSTERO PP 220 GR MARGARINA AGUACATE N,1
ItemName,REPOSTERO PP 115 GR MARGARINA AGUACATE N,1
ItemName,REPOSTERO PP 450 GR REGIA INMOLD,1
ItemName,REPOSTERO PP 450 GR REGIA INMOLD N,1
ItemName,REPOSTERO PP 450 GR REGIA GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 500 GR VIVI CANOLA INMOLD N,1
ItemName,REPOSTERO PP 220 GR VIVI GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 450 GR VIVI GIRASOL INMOLD,1
ItemName,REPOSTERO PP 450 GR REGIA GIRASOL INMOLD,1
ItemName,REPOSTERO PP 220 GR VIVI CANOLA INMOLD N,1
ItemName,REPOSTERO PP 220 GR REGIA GOURMET AJO INMOLD N,1
ItemName,REPOSTERO PP 220 GR REGIA GOURMET FH INMOLD N,1
ItemName,REPOSTERO PP 450 GR VIVI CANOLA INMOLD,1
ItemName,REPOSTERO PP 450 GR VIVI CANOLA INMOLD N,1
ItemName,REPOSTERO PP 500 GR SUPERMAXI INMOLD N,1
ItemName,REPOSTERO PP 500 GR MIRAFLORES INMOLD N,1
ItemName,REPOSTERO PP 220 GR VIVI GIRASOL INMOLD,1
ItemName,REPOSTERO PP 220 GR REGIA INMOLD,1
ItemName,REPOSTERO PP 450 GR VIVI GIRASOL INMOLD N,1
ItemName,REPOSTERO PP 450 GR REGIA GIRASOL INMOLD N OK20,1
ItemName,REPOSTERO PP 450 GR REGIA TRADICIONAL INMOLD N OK20,1
ItemName,REPOSTERO PP 220 GR REGIA TRADICIONAL INMOLD N OK30,1
ItemName,REPOSTERO PP 220 GR REGIA GIRASOL INMOLD N OK30,1
ItemName,REPOSTERO PP 125 GR REGIA GIRASOL INMOLD N OK30,1
ItemName,REPOSTERO PP 1KG REGIA OK10,1
ItemName,REPOSTERO PP 500 GR SANTAMARIA INMOLD N,1
ItemName,REPOSTERO PP 125 GR REGIA TRADICIONAL INMOLD N OK30,1
ItemName,ANILLO SEGURO MIX NATURAL TAPA BIDON,1
ItemName,TAPA DOSIFICADOR PEAD  33 MM AZUL FLIP TOP,1
ItemName,TAPA DOSIFICADOR PEAD 33 MM ROJO INFERIOR SKUISI,1
ItemName,TAPA DOSIFICADOR PP  38 MM  ROJO FLIP TOP,1
ItemName,TAPA DOSIFICADOR PEAD 33 MM AZUL SKUISI,1
ItemName,TAPA DOSIFICADOR PEAD 33 MM ROJO SKUISI,1
ItemName,TAPA DOSIFICADOR PEAD 33 MM VERDE SKUISI,1
ItemName,TAPA PEAD P28 MM 1816 TOMATE,1
ItemName,TAPA PEAD P28 MM 1816 ROJO,1
ItemName,TAPA PEAD P28 MM 1816 AZUL,1
ItemName,TAPA PEAD P28 MM 1816 BLANCO,1
ItemName,TAPA PEAD P28 MM 1816 AMARILLO,1
ItemName,TAPA PEAD P28 MM 1816 VERDE,1
ItemName,TAPA PEAD 42 MM ROJA,1
ItemName,TAPA PEAD 42 MM TOMATE,1
ItemName,TAPA PEAD 42 MM BLANCA,1
ItemName,TAPA PEAD 42 MM AZUL,1
ItemName,TAPA PEAD ERWES SUPERIOR AMARILLO,1
ItemName,TAPA PEAD ERWES SUPERIOR VERDE,1
ItemName,TAPA PEAD ERWES SUPERIOR CELESTE,1
ItemName,TAPA MIX ERWES INFERIOR AMARILLA,1
ItemName,TAPA MIX ERWES INFERIOR VERDE,1
ItemName,TAPA MIX ERWES INFERIOR BLANCA,1
ItemName,TAPA MIX ERWES INFERIOR CELESTE,1
ItemName,TAPON BOTELLON PEBD AZUL SAN FELIPE,1
ItemName,TAPON BOTELLON PEBD AZUL,1
ItemName,TAPA PEAD 48 MM AZUL,1
ItemName,TAPA PEAD 48 MM ROJA,1
ItemName,TAPA PEAD 48 MM AZUL GENERICA,1
ItemName,TAPA PEAD 48 MM VERDE,1
ItemName,TAPA PEAD 48 MM CELESTE,1
ItemName,TAPA BIDON MIX  64 MM NEGRA,1
ItemName,TAPA BALDE MIX BLANCA,1
ItemName,TAPA PEBD 38 MM ROJA,1
ItemName,TAZON PEAD 1 KG BLANCO,1
ItemName,TAPA TAZON MIX VERDE,1
ItemName,TAPA DOSIFICADOR PP 38 MM VERDE  FLIP TOP,1
ItemName,TAPA PEBD 38 MM VERDE DANEC,1
ItemName,TAPA DOSIFICADOR PP  38 MM NEGRA FLIP TOP,1
ItemName,TAPA PP 75 MM NEGRO 190 GR GEL EGO,1
ItemName,TAPA PP 55 MM NEGRA 90 GR GEL EGO,1
ItemName,TAPA PEAD P28 MM 1816 LILA,1
ItemName,TAPA PEAD 42 MM ROJA POLACA,1
ItemName,TAPA PEAD 2622  NATURAL,1
ItemName,TAPON BOTELLON PEBD AMARILLA,1
ItemName,TAPA BALDE MIX VERDE,1
ItemName,TAPA BALDE MIX LILA,1
ItemName,TAPA PEAD 48 MM NARANJA,1
ItemName,TAPA PEAD P28 MM 1881 ROJA,1
ItemName,TAPA PEAD P28 MM 1881 BLANCO,1
ItemName,TAPA PEAD P28MM 1881 AZUL,1
ItemName,TAPA PEAD 48 MM NATURAL,1
ItemName,TAPA PEAD 2622 ROJA,1
ItemName,TAPA PEAD 2622 LILA,1
ItemName,SOBRETAPA PP VERDE FALCON,1
ItemName,TAPA PP VIOLETA KERATINA SAV 31222464,1
ItemName,TAPA PP DORADO PLACENTA SAV  31221361,1
ItemName,TAPA PP AZUL BIOTINA SAV 10000194,1
ItemName,TAPA REPOSTERO PP 250 - 500 GR INMOLD,1
ItemName,TAPA REPOSTERO PP 1 KL INMOLD,1
ItemName,TAPA PP VERDE AGUACATE SAV  31221360,1
ItemName,TAPA PEAD 2622 AMARILLA,1
ItemName,TAPA PEAD 2622 VERDE,1
ItemName,TAPA PEAD 2622 AZUL,1
ItemName,TAPA BOTELLON PEAD 58 MM VERDE,1
ItemName,TAPA PEBD  38 MM AZUL  DANEC,1
ItemName,TAPA BOTELLON PEAD 58 MM AZUL,1
ItemName,TAPA PEAD 2622 NARANJA,1
ItemName,TAPA BALDE MIX ROJA,1
ItemName,TAPA PEAD 42 MM VERDE,1
ItemName,SOBRETAPA PP ROJA ALQUIMIA,1
ItemName,TAPA PEAD 48 MM DORADA LA FABRIL,1
ItemName,TAPA PP VIOLETA COLAGENO FONTI SAV 10000931,1
ItemName,TAPA PEAD 48 MM AZUL  LA FABRIL,1
ItemName,TAPA PEAD P27 MM AZUL,1
ItemName,TAPA PEAD P27 MM VERDE,1
ItemName,TAPA PP NARANJA 190 GR GEL IRON MAN,1
ItemName,TAPA PP NARANJA 90 GR GEL IRON MAN,1
ItemName,TAPA PEAD 38 MM NARANJA HOT FILL,1
ItemName,TAPA PEAD P28 MM 1881 VERDE,1
ItemName,TAPA PEAD P28 MM 1881 AMARILLA,1
ItemName,TAPA PEAD P27 MM NARANJA,1
ItemName,TAPA PEAD 38 MM BLANCA HOT FILL,1
ItemName,TAPA PEAD P27 MM NATURAL,1
ItemName,TAPA PEAD P28 MM 1816 NARANJA JW,1
ItemName,TAPA PEAD 42 MM ROSADA,1
ItemName,TAPA PEAD 38 MM NEGRA HOT FILL,1
ItemName,SOBRETAPA PP VIOLETA BARCA,1
ItemName,TAPA TAZON MIX NARANJA,1
ItemName,TAPA TAZON MIX ROJA,1
ItemName,TAPA TAZON MIX AMARILLA,1
ItemName,TAZON PEAD 1 KG NARANJA,1
ItemName,TAZON PEAD 1 KG ROJA,1
ItemName,TAZON PEAD 1 KG AMARILLA,1
ItemName,TAPA PEAD 2622 ROSADA,1
ItemName,TAPA PEAD P 27 MM ROJA,1
ItemName,TAPA PEAD 38 MM VERDE HOT FILL,1
ItemName,TAPA PEAD ERWES SUPERIOR NEGRA,1
ItemName,TAPA MIX ERWES INFERIOR NEGRA,1
ItemName,TAPA PEBD  38 MM NEGRA DANEC,1
ItemName,TAPA BALDE MIX ROJA VARIOS,1
ItemName,TAPA MIX ERWES AMARILLA,1
ItemName,TAPA MIX ERWES VERDE,1
ItemName,TAPA MIX ERWES INFERIOR NARANJA,1
ItemName,TAPA PEAD 43 MM AZUL,1
ItemName,TAPA PEAD 43 MM VERDE,1
ItemName,TAPA PEAD 43 MM ROJA,1
ItemName,TAPA PEAD 43 MM NARANJA,1
ItemName,TAPA MIX ERWES CELESTE,1
ItemName,TAPA PEAD 43 MM ROSADA,1
ItemName,TAPA ERWES MIX INFERIOR DORADA,1
ItemName,TAPA PEAD ERWES SUPERIOR DORADA,1
ItemName,TAPA MIX ERWES DORADA,1
ItemName,TAPA PEAD 43 MM AZUL DANEC,1
ItemName,TAPA PP GRIS 190 GR GEL EGO ELVIS,1
ItemName,TAPA PP GRIS 90 GR GEL EGO ELVIS,1
ItemName,TAPA PEAD 48 MM BLANCA,1
ItemName,SOBRETAPA PP AZUL VENOM,1
ItemName,TAPA PEAD 48 MM VERDE TURQUESA,1
ItemName,TAPA  PEAD P27 MM ROSADA,1
ItemName,TAPA PEAD 43 MM  MIX VERDE,1
ItemName,TAPA PEAD 38 MM HABANO  HOT FILL,1
ItemName,TAPA PEAD P28 MM 1881 NARANJA,1
ItemName,TAPA PEAD 43 MM BLANCA,1
ItemName,TAPA PEAD 38 MM HOT FILL VERDE VIDALOE,1
ItemName,TAPA PEAD P 28 MM 1816 DORADA,1
ItemName,TAPA PEAD 43 MM NEGRA,1
ItemName,TAPA PEAD 48 MM AMARILLA,1
ItemName,TAPA PEAD P 28 MM 1881 BLANCA,1
ItemName,TAPA PEAD 38 MM VERDE HOT FILL - HD,1
ItemName,TAPA PEAD 38 MM CAFE HOT FILL - HD,1
ItemName,TAPA MIX ERWES NEGRA,1
ItemName,TAPA PEAD 38 MM ROJA  HOT FILL,1
ItemName,TAPA MIX 15 MM BLANCA,1
ItemName,TAPA PEAD 48 MM DORADA DANEC,1
ItemName,TAPA MIX ERWES INFERIOR AZUL DANEC,1
ItemName,TAPA PEAD ERWES SUPERIOR AZUL DANEC,1
ItemName,TAPA MIX ERWES AZUL DANEC,1
ItemName,TAPA MIX 15 MM ROJA,1
ItemName,TAPON BOTELLON PEBD DORADA LA MANA,1
ItemName,TAPA PEAD P28 MM 1881 ROJA- VT,1
ItemName,TAPA PEAD 48 MM  ROJA- VT,1
ItemName,TAPA REPOSTERO PP DORADA  250 - 500 GR INMOLD,1
ItemName,TAPA REPOSTERO PP AZUL  250 - 500 GR INMOLD,1
ItemName,TAPA REPOSTERO PP AZUL  1 KL INMOLD,1
ItemName,TAPA BALDE MIX AZUL,1
ItemName,TAPA PEAD 43 MM VIOLETA,1
ItemName,TAPA PEAD P 28 MM 1881 LILA,1
ItemName,TAPA PEAD 38 MM FUCSIA  HOT FILL,1
ItemName,SOBRETAPA PP NEGRA,1
ItemName,TAPA PEAD P28 MM 1881 CELESTE,1
ItemName,TAPA REPOSTERO PP VERDE  250 - 500 GR INMOLD,1
ItemName,TAPA PEAD 48 MM VERDE AQ,1
ItemName,TAPA PEBD 43 MM AZUL-CH,1
ItemName,TAPA MIX 38 MM AZUL 24 CAV,1
ItemName,TAPA PEAD P28 MM 1881 VERDE 64 JANITRO,1
ItemName,TAPA PEAD P28 MM 1881 NATURAL,1
ItemName,TAPON BOTELLON PEBD AZUL TESALIA,1
ItemName,TAPA PEAD 48 MM AZUL ( N.P ),1
ItemName,TAPA PEAD P 28 MM 1881 DORADO,1
ItemName,TAPA BALDE MIX AZUL 76,1
ItemName,TAPA PP DORADO 190 GR GEL EGO ENYA,1
ItemName,-	Funda Termoencogible PEBD - 15 pulgadas x 22 pulgadas x 60 micras - TRANSPARENTE,1
ItemName,TAPA FLIP TOP MIX ERWES NEGRA DANEC,1
ItemName,TAPA PEAD 2622 CELESTE,1
ItemName,TAPA BIDON MIX CON SEGURO AZUL,1
ItemName,TAPA BIDON MIX CON SEGURO VERDE,1
ItemName,SOBRETAPA PP AZUL MANGO,1
ItemName,TAPA FLIP TOP PP 33 MM BLANCA SALSAS,1
ItemName,TAPA FLIP TOP PP 33 MM CELESTE SALSAS,1
ItemName,TAPA REPOSTERO PP AZUL  125 GR INMOLD CON ETIQUETA,1
ItemName,TAPA REPOSTERO PP AZUL  250 - 500 INMOLD CON ETIQUETA,1
ItemName,TAPA REPOSTERO PP AZUL 1 KL INMOLD CON ETIQUETA,1
ItemName,TAPA PEAD P28MM 1881 AZUL OROJUEZ,1
ItemName,TAPA FLIP TOP PP 33 MM BLANCA SALSAS SIN VALVULA,1
ItemName,TAPA FLIP TOP PP 33 MM CELESTE SALSAS SIN VALVULA,1
ItemName,TAPA TIPO PISTOLA 28-410- NATURAL,1
ItemName,DESPERDICIO GUAYAQUIL SOPLADO CONVENCIONAL,1
ItemName,DESPERDICIO QUITO EXTRUSION,1
ItemName,DESPERDICIO QUITO REFILE DE BOBINADO,1
ItemName,DESPERDICIO QUITO SOPLADO CONVENCIONAL,1
ItemName,DESPERDICIO QUITO SELLADO,1
ItemName,DESPERDICIO QUITO SOPLADO PET,1
ItemName,MERMA QUITO BOBINADO,1
ItemName,MERMA QUITO EXTRUSION,1
ItemName,MERMA QUITO IMPRESION,1
ItemName,MERMA QUITO INYECCION PET,1
ItemName,MERMA QUITO INYECCION SOPLADO,1
ItemName,MERMA QUITO REFILE DE BOBINADO,1
ItemName,MERMA QUITO SELLADO,1
ItemName,MERMA QUITO SOPLADO PET,1
ItemName,CODIGO ARTICULO BASE PARA COTIZACION,1
ItemName,BANDEJA PP NEGRA BATERIA RT50  GM 52049144,1
ItemName,DESPERDICIO QUITO INYECCION CONVENCIONAL,1
U_Codigo_Secundario,,1845
U_Codigo_Secundario,SC,6
U_Codigo_Secundario,D0230327001,5
U_Codigo_Secundario,D5050031032,2
U_Codigo_Secundario,D0240066001,2
U_Codigo_Secundario,D0260080001,1
U_Codigo_Secundario,D0230303001,1
U_Codigo_Secundario,D5030102001,1
U_Codigo_Secundario,D5220001001,1
U_Codigo_Secundario,DEYEGAL0001,1
U_Codigo_Secundario,D5220017001,1
U_Codigo_Secundario,DEYEBOT0002,1
U_Codigo_Secundario,D0230022001,1
U_Codigo_Secundario,D9410066001,1
U_Codigo_Secundario,D5030092001,1
U_Codigo_Secundario,D0350219001,1
U_Codigo_Secundario,D0230045001,1
U_Codigo_Secundario,D0230315001,1
U_Codigo_Secundario,D0043986001,1
U_Codigo_Secundario,D0350156001,1
U_Codigo_Secundario,D0230273001,1
U_Codigo_Secundario,67437936,1
U_Codigo_Secundario,D5020036001,1
U_Codigo_Secundario,67437944,1
U_Codigo_Secundario,67507602,1
U_Codigo_Secundario,D9700014001,1
U_Codigo_Secundario,D9690011001,1
U_Codigo_Secundario,D5030094001,1
U_Codigo_Secundario,DEYEBOT0001,1
U_Codigo_Secundario,D0240020001,1
U_Codigo_Secundario,D5030153001,1
U_Codigo_Secundario,D5030132001,1
U_Codigo_Secundario,D5030201001,1
U_Codigo_Secundario,D5030152001,1
U_Codigo_Secundario,D5030301001,1
U_Codigo_Secundario,D5030403001,1
U_Codigo_Secundario,D5060181001,1
U_Codigo_Secundario,D0260263001,1
U_Codigo_Secundario,D5060194001,1
U_Codigo_Secundario,D5020106001,1
U_Codigo_Secundario,D5020120001,1
U_Codigo_Secundario,D0440013032,1
U_Codigo_Secundario,D0240085032,1
U_Codigo_Secundario,D5050022032,1
U_Codigo_Secundario,D5020138032,1
U_Codigo_Secundario,D5060187001,1
U_Codigo_Secundario,D5020139032,1
U_Codigo_Secundario,D5090006032,1
U_Codigo_Secundario,D0270033032,1
U_Codigo_Secundario,D5090007032,1
U_Codigo_Secundario,D5020074032,1
U_Codigo_Secundario,D5050024032,1
U_Codigo_Secundario,D5050025032,1
U_Codigo_Secundario,D0250025032,1
U_Codigo_Secundario,D5050023032,1
U_Codigo_Secundario,D5020073032,1
U_Codigo_Secundario,D5020099032,1
U_Codigo_Secundario,D5020098032,1
U_Codigo_Secundario,D5020122032,1
U_Codigo_Secundario,D5020123032,1
U_Codigo_Secundario,D03308012001,1
U_Codigo_Secundario,D0230324001,1
U_Codigo_Secundario,D5020133032,1
U_Codigo_Secundario,D5020137032,1
